frame_number,src_mac,dst_mac,eth_type,src_ip,dst_ip,ip_proto,ip_ttl,src_port,dst_port,tcp_flags,packet_time,packet_length,packet_summary,protocol_name_x,packet_information_x,protocol_name_y,packet_information_y,protocol_name_x,packet_information_x,protocol_name_y,packet_information_y
86,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.381392,1034,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,TCP,"55342 → 631 [PSH, ACK] Seq=58693 Ack=26 Win=5888 Len=968 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=58693 Ack=26 Win=5888 Len=968 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=58693 Ack=26 Win=5888 Len=968 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=58693 Ack=26 Win=5888 Len=968 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU]"
86,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.381392,1034,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,TCP,"55342 → 631 [PSH, ACK] Seq=58693 Ack=26 Win=5888 Len=968 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=58693 Ack=26 Win=5888 Len=968 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=58693 Ack=26 Win=5888 Len=968 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU]"
86,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.381392,1034,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,,,TCP,"55342 → 631 [PSH, ACK] Seq=58693 Ack=26 Win=5888 Len=968 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=58693 Ack=26 Win=5888 Len=968 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU]"
86,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.381392,1034,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,,,,,TCP,"55342 → 631 [PSH, ACK] Seq=58693 Ack=26 Win=5888 Len=968 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU]"
87,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.381402,2018,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=59661 Ack=26 Win=5888 Len=1952 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=59661 Ack=26 Win=5888 Len=1952 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=59661 Ack=26 Win=5888 Len=1952 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=59661 Ack=26 Win=5888 Len=1952 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU]
87,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.381402,2018,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=59661 Ack=26 Win=5888 Len=1952 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=59661 Ack=26 Win=5888 Len=1952 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=59661 Ack=26 Win=5888 Len=1952 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU]
87,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.381402,2018,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=59661 Ack=26 Win=5888 Len=1952 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=59661 Ack=26 Win=5888 Len=1952 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU]
87,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.381402,2018,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=59661 Ack=26 Win=5888 Len=1952 TSval=7073486 TSecr=5827877 [TCP segment of a reassembled PDU]
88,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.387504,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,TCP,631 → 55342 [ACK] Seq=26 Ack=61613 Win=2920 Len=0 TSval=5827877 TSecr=7073486,TCP,631 → 55342 [ACK] Seq=26 Ack=61613 Win=2920 Len=0 TSval=5827877 TSecr=7073486,TCP,631 → 55342 [ACK] Seq=26 Ack=61613 Win=2920 Len=0 TSval=5827877 TSecr=7073486,TCP,631 → 55342 [ACK] Seq=26 Ack=61613 Win=2920 Len=0 TSval=5827877 TSecr=7073486
88,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.387504,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,TCP,631 → 55342 [ACK] Seq=26 Ack=61613 Win=2920 Len=0 TSval=5827877 TSecr=7073486,TCP,631 → 55342 [ACK] Seq=26 Ack=61613 Win=2920 Len=0 TSval=5827877 TSecr=7073486,TCP,631 → 55342 [ACK] Seq=26 Ack=61613 Win=2920 Len=0 TSval=5827877 TSecr=7073486
88,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.387504,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,TCP,631 → 55342 [ACK] Seq=26 Ack=61613 Win=2920 Len=0 TSval=5827877 TSecr=7073486,TCP,631 → 55342 [ACK] Seq=26 Ack=61613 Win=2920 Len=0 TSval=5827877 TSecr=7073486
88,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.387504,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,,,TCP,631 → 55342 [ACK] Seq=26 Ack=61613 Win=2920 Len=0 TSval=5827877 TSecr=7073486
89,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.387519,1010,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,TCP,55342 → 631 [ACK] Seq=61613 Ack=26 Win=5888 Len=944 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=61613 Ack=26 Win=5888 Len=944 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=61613 Ack=26 Win=5888 Len=944 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=61613 Ack=26 Win=5888 Len=944 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU]
89,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.387519,1010,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,TCP,55342 → 631 [ACK] Seq=61613 Ack=26 Win=5888 Len=944 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=61613 Ack=26 Win=5888 Len=944 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=61613 Ack=26 Win=5888 Len=944 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU]
89,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.387519,1010,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,TCP,55342 → 631 [ACK] Seq=61613 Ack=26 Win=5888 Len=944 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=61613 Ack=26 Win=5888 Len=944 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU]
89,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.387519,1010,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,,,TCP,55342 → 631 [ACK] Seq=61613 Ack=26 Win=5888 Len=944 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU]
90,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.387526,2042,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=62557 Ack=26 Win=5888 Len=1976 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=62557 Ack=26 Win=5888 Len=1976 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=62557 Ack=26 Win=5888 Len=1976 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=62557 Ack=26 Win=5888 Len=1976 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU]
90,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.387526,2042,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=62557 Ack=26 Win=5888 Len=1976 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=62557 Ack=26 Win=5888 Len=1976 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=62557 Ack=26 Win=5888 Len=1976 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU]
90,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.387526,2042,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=62557 Ack=26 Win=5888 Len=1976 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=62557 Ack=26 Win=5888 Len=1976 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU]
90,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.387526,2042,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=62557 Ack=26 Win=5888 Len=1976 TSval=7073492 TSecr=5827877 [TCP segment of a reassembled PDU]
91,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.396557,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,TCP,631 → 55342 [ACK] Seq=26 Ack=64533 Win=2920 Len=0 TSval=5827877 TSecr=7073492,TCP,631 → 55342 [ACK] Seq=26 Ack=64533 Win=2920 Len=0 TSval=5827877 TSecr=7073492,TCP,631 → 55342 [ACK] Seq=26 Ack=64533 Win=2920 Len=0 TSval=5827877 TSecr=7073492,TCP,631 → 55342 [ACK] Seq=26 Ack=64533 Win=2920 Len=0 TSval=5827877 TSecr=7073492
91,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.396557,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,TCP,631 → 55342 [ACK] Seq=26 Ack=64533 Win=2920 Len=0 TSval=5827877 TSecr=7073492,TCP,631 → 55342 [ACK] Seq=26 Ack=64533 Win=2920 Len=0 TSval=5827877 TSecr=7073492,TCP,631 → 55342 [ACK] Seq=26 Ack=64533 Win=2920 Len=0 TSval=5827877 TSecr=7073492
91,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.396557,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,TCP,631 → 55342 [ACK] Seq=26 Ack=64533 Win=2920 Len=0 TSval=5827877 TSecr=7073492,TCP,631 → 55342 [ACK] Seq=26 Ack=64533 Win=2920 Len=0 TSval=5827877 TSecr=7073492
91,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.396557,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,,,TCP,631 → 55342 [ACK] Seq=26 Ack=64533 Win=2920 Len=0 TSval=5827877 TSecr=7073492
92,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.396577,986,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,TCP,"55342 → 631 [PSH, ACK] Seq=64533 Ack=26 Win=5888 Len=920 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=64533 Ack=26 Win=5888 Len=920 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=64533 Ack=26 Win=5888 Len=920 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=64533 Ack=26 Win=5888 Len=920 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU]"
92,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.396577,986,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,TCP,"55342 → 631 [PSH, ACK] Seq=64533 Ack=26 Win=5888 Len=920 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=64533 Ack=26 Win=5888 Len=920 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=64533 Ack=26 Win=5888 Len=920 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU]"
92,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.396577,986,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,,,TCP,"55342 → 631 [PSH, ACK] Seq=64533 Ack=26 Win=5888 Len=920 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=64533 Ack=26 Win=5888 Len=920 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU]"
92,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.396577,986,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,,,,,TCP,"55342 → 631 [PSH, ACK] Seq=64533 Ack=26 Win=5888 Len=920 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU]"
93,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.396586,2066,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=65453 Ack=26 Win=5888 Len=2000 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=65453 Ack=26 Win=5888 Len=2000 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=65453 Ack=26 Win=5888 Len=2000 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=65453 Ack=26 Win=5888 Len=2000 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU]
93,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.396586,2066,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=65453 Ack=26 Win=5888 Len=2000 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=65453 Ack=26 Win=5888 Len=2000 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=65453 Ack=26 Win=5888 Len=2000 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU]
93,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.396586,2066,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=65453 Ack=26 Win=5888 Len=2000 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=65453 Ack=26 Win=5888 Len=2000 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU]
93,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.396586,2066,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=65453 Ack=26 Win=5888 Len=2000 TSval=7073501 TSecr=5827877 [TCP segment of a reassembled PDU]
94,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.402902,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,TCP,631 → 55342 [ACK] Seq=26 Ack=67453 Win=2920 Len=0 TSval=5827877 TSecr=7073501,TCP,631 → 55342 [ACK] Seq=26 Ack=67453 Win=2920 Len=0 TSval=5827877 TSecr=7073501,TCP,631 → 55342 [ACK] Seq=26 Ack=67453 Win=2920 Len=0 TSval=5827877 TSecr=7073501,TCP,631 → 55342 [ACK] Seq=26 Ack=67453 Win=2920 Len=0 TSval=5827877 TSecr=7073501
94,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.402902,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,TCP,631 → 55342 [ACK] Seq=26 Ack=67453 Win=2920 Len=0 TSval=5827877 TSecr=7073501,TCP,631 → 55342 [ACK] Seq=26 Ack=67453 Win=2920 Len=0 TSval=5827877 TSecr=7073501,TCP,631 → 55342 [ACK] Seq=26 Ack=67453 Win=2920 Len=0 TSval=5827877 TSecr=7073501
94,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.402902,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,TCP,631 → 55342 [ACK] Seq=26 Ack=67453 Win=2920 Len=0 TSval=5827877 TSecr=7073501,TCP,631 → 55342 [ACK] Seq=26 Ack=67453 Win=2920 Len=0 TSval=5827877 TSecr=7073501
94,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.402902,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,,,TCP,631 → 55342 [ACK] Seq=26 Ack=67453 Win=2920 Len=0 TSval=5827877 TSecr=7073501
95,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.402918,962,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,TCP,"55342 → 631 [PSH, ACK] Seq=67453 Ack=26 Win=5888 Len=896 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=67453 Ack=26 Win=5888 Len=896 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=67453 Ack=26 Win=5888 Len=896 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=67453 Ack=26 Win=5888 Len=896 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU]"
95,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.402918,962,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,TCP,"55342 → 631 [PSH, ACK] Seq=67453 Ack=26 Win=5888 Len=896 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=67453 Ack=26 Win=5888 Len=896 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=67453 Ack=26 Win=5888 Len=896 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU]"
95,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.402918,962,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,,,TCP,"55342 → 631 [PSH, ACK] Seq=67453 Ack=26 Win=5888 Len=896 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=67453 Ack=26 Win=5888 Len=896 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU]"
95,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.402918,962,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,,,,,TCP,"55342 → 631 [PSH, ACK] Seq=67453 Ack=26 Win=5888 Len=896 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU]"
96,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.402925,2090,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=68349 Ack=26 Win=5888 Len=2024 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=68349 Ack=26 Win=5888 Len=2024 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=68349 Ack=26 Win=5888 Len=2024 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=68349 Ack=26 Win=5888 Len=2024 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU]
96,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.402925,2090,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=68349 Ack=26 Win=5888 Len=2024 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=68349 Ack=26 Win=5888 Len=2024 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=68349 Ack=26 Win=5888 Len=2024 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU]
96,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.402925,2090,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=68349 Ack=26 Win=5888 Len=2024 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=68349 Ack=26 Win=5888 Len=2024 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU]
96,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.402925,2090,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=68349 Ack=26 Win=5888 Len=2024 TSval=7073508 TSecr=5827877 [TCP segment of a reassembled PDU]
97,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.410597,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,TCP,631 → 55342 [ACK] Seq=26 Ack=70373 Win=2920 Len=0 TSval=5827877 TSecr=7073508,TCP,631 → 55342 [ACK] Seq=26 Ack=70373 Win=2920 Len=0 TSval=5827877 TSecr=7073508,TCP,631 → 55342 [ACK] Seq=26 Ack=70373 Win=2920 Len=0 TSval=5827877 TSecr=7073508,TCP,631 → 55342 [ACK] Seq=26 Ack=70373 Win=2920 Len=0 TSval=5827877 TSecr=7073508
97,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.410597,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,TCP,631 → 55342 [ACK] Seq=26 Ack=70373 Win=2920 Len=0 TSval=5827877 TSecr=7073508,TCP,631 → 55342 [ACK] Seq=26 Ack=70373 Win=2920 Len=0 TSval=5827877 TSecr=7073508,TCP,631 → 55342 [ACK] Seq=26 Ack=70373 Win=2920 Len=0 TSval=5827877 TSecr=7073508
