frame_number,src_mac,dst_mac,eth_type,src_ip,dst_ip,ip_proto,ip_ttl,src_port,dst_port,tcp_flags,packet_time,packet_length,packet_summary,protocol_name_x,packet_information_x,protocol_name_y,packet_information_y,protocol_name_x,packet_information_x,protocol_name_y,packet_information_y
159,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.506549,2594,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=129165 Ack=26 Win=5888 Len=2528 TSval=7073611 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=129165 Ack=26 Win=5888 Len=2528 TSval=7073611 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=129165 Ack=26 Win=5888 Len=2528 TSval=7073611 TSecr=5827877 [TCP segment of a reassembled PDU]
159,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.506549,2594,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=129165 Ack=26 Win=5888 Len=2528 TSval=7073611 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=129165 Ack=26 Win=5888 Len=2528 TSval=7073611 TSecr=5827877 [TCP segment of a reassembled PDU]
159,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.506549,2594,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=129165 Ack=26 Win=5888 Len=2528 TSval=7073611 TSecr=5827877 [TCP segment of a reassembled PDU]
160,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.50961,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,TCP,631 → 55342 [ACK] Seq=26 Ack=131693 Win=2920 Len=0 TSval=5827877 TSecr=7073611,TCP,631 → 55342 [ACK] Seq=26 Ack=131693 Win=2920 Len=0 TSval=5827877 TSecr=7073611,TCP,631 → 55342 [ACK] Seq=26 Ack=131693 Win=2920 Len=0 TSval=5827877 TSecr=7073611,TCP,631 → 55342 [ACK] Seq=26 Ack=131693 Win=2920 Len=0 TSval=5827877 TSecr=7073611
160,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.50961,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,TCP,631 → 55342 [ACK] Seq=26 Ack=131693 Win=2920 Len=0 TSval=5827877 TSecr=7073611,TCP,631 → 55342 [ACK] Seq=26 Ack=131693 Win=2920 Len=0 TSval=5827877 TSecr=7073611,TCP,631 → 55342 [ACK] Seq=26 Ack=131693 Win=2920 Len=0 TSval=5827877 TSecr=7073611
160,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.50961,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,TCP,631 → 55342 [ACK] Seq=26 Ack=131693 Win=2920 Len=0 TSval=5827877 TSecr=7073611,TCP,631 → 55342 [ACK] Seq=26 Ack=131693 Win=2920 Len=0 TSval=5827877 TSecr=7073611
160,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.50961,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,,,TCP,631 → 55342 [ACK] Seq=26 Ack=131693 Win=2920 Len=0 TSval=5827877 TSecr=7073611
161,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.509623,434,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,TCP,55342 → 631 [ACK] Seq=131693 Ack=26 Win=5888 Len=368 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=131693 Ack=26 Win=5888 Len=368 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=131693 Ack=26 Win=5888 Len=368 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=131693 Ack=26 Win=5888 Len=368 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU]
161,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.509623,434,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,TCP,55342 → 631 [ACK] Seq=131693 Ack=26 Win=5888 Len=368 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=131693 Ack=26 Win=5888 Len=368 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=131693 Ack=26 Win=5888 Len=368 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU]
161,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.509623,434,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,TCP,55342 → 631 [ACK] Seq=131693 Ack=26 Win=5888 Len=368 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=131693 Ack=26 Win=5888 Len=368 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU]
161,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.509623,434,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,,,TCP,55342 → 631 [ACK] Seq=131693 Ack=26 Win=5888 Len=368 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU]
162,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.509629,2618,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=132061 Ack=26 Win=5888 Len=2552 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=132061 Ack=26 Win=5888 Len=2552 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=132061 Ack=26 Win=5888 Len=2552 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=132061 Ack=26 Win=5888 Len=2552 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU]
162,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.509629,2618,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=132061 Ack=26 Win=5888 Len=2552 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=132061 Ack=26 Win=5888 Len=2552 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=132061 Ack=26 Win=5888 Len=2552 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU]
162,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.509629,2618,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=132061 Ack=26 Win=5888 Len=2552 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=132061 Ack=26 Win=5888 Len=2552 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU]
162,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.509629,2618,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=132061 Ack=26 Win=5888 Len=2552 TSval=7073614 TSecr=5827877 [TCP segment of a reassembled PDU]
163,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.51268,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,TCP,631 → 55342 [ACK] Seq=26 Ack=134613 Win=2920 Len=0 TSval=5827877 TSecr=7073614,TCP,631 → 55342 [ACK] Seq=26 Ack=134613 Win=2920 Len=0 TSval=5827877 TSecr=7073614,TCP,631 → 55342 [ACK] Seq=26 Ack=134613 Win=2920 Len=0 TSval=5827877 TSecr=7073614,TCP,631 → 55342 [ACK] Seq=26 Ack=134613 Win=2920 Len=0 TSval=5827877 TSecr=7073614
163,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.51268,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,TCP,631 → 55342 [ACK] Seq=26 Ack=134613 Win=2920 Len=0 TSval=5827877 TSecr=7073614,TCP,631 → 55342 [ACK] Seq=26 Ack=134613 Win=2920 Len=0 TSval=5827877 TSecr=7073614,TCP,631 → 55342 [ACK] Seq=26 Ack=134613 Win=2920 Len=0 TSval=5827877 TSecr=7073614
163,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.51268,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,TCP,631 → 55342 [ACK] Seq=26 Ack=134613 Win=2920 Len=0 TSval=5827877 TSecr=7073614,TCP,631 → 55342 [ACK] Seq=26 Ack=134613 Win=2920 Len=0 TSval=5827877 TSecr=7073614
163,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.51268,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,,,TCP,631 → 55342 [ACK] Seq=26 Ack=134613 Win=2920 Len=0 TSval=5827877 TSecr=7073614
164,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.512694,410,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,TCP,"55342 → 631 [PSH, ACK] Seq=134613 Ack=26 Win=5888 Len=344 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=134613 Ack=26 Win=5888 Len=344 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=134613 Ack=26 Win=5888 Len=344 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=134613 Ack=26 Win=5888 Len=344 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU]"
164,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.512694,410,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,TCP,"55342 → 631 [PSH, ACK] Seq=134613 Ack=26 Win=5888 Len=344 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=134613 Ack=26 Win=5888 Len=344 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=134613 Ack=26 Win=5888 Len=344 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU]"
164,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.512694,410,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,,,TCP,"55342 → 631 [PSH, ACK] Seq=134613 Ack=26 Win=5888 Len=344 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=134613 Ack=26 Win=5888 Len=344 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU]"
164,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.512694,410,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,,,,,TCP,"55342 → 631 [PSH, ACK] Seq=134613 Ack=26 Win=5888 Len=344 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU]"
165,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.512704,2642,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=134957 Ack=26 Win=5888 Len=2576 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=134957 Ack=26 Win=5888 Len=2576 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=134957 Ack=26 Win=5888 Len=2576 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=134957 Ack=26 Win=5888 Len=2576 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU]
165,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.512704,2642,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=134957 Ack=26 Win=5888 Len=2576 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=134957 Ack=26 Win=5888 Len=2576 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=134957 Ack=26 Win=5888 Len=2576 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU]
165,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.512704,2642,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=134957 Ack=26 Win=5888 Len=2576 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=134957 Ack=26 Win=5888 Len=2576 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU]
165,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.512704,2642,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=134957 Ack=26 Win=5888 Len=2576 TSval=7073617 TSecr=5827877 [TCP segment of a reassembled PDU]
166,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.515904,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,TCP,631 → 55342 [ACK] Seq=26 Ack=137533 Win=2920 Len=0 TSval=5827877 TSecr=7073617,TCP,631 → 55342 [ACK] Seq=26 Ack=137533 Win=2920 Len=0 TSval=5827877 TSecr=7073617,TCP,631 → 55342 [ACK] Seq=26 Ack=137533 Win=2920 Len=0 TSval=5827877 TSecr=7073617,TCP,631 → 55342 [ACK] Seq=26 Ack=137533 Win=2920 Len=0 TSval=5827877 TSecr=7073617
166,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.515904,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,TCP,631 → 55342 [ACK] Seq=26 Ack=137533 Win=2920 Len=0 TSval=5827877 TSecr=7073617,TCP,631 → 55342 [ACK] Seq=26 Ack=137533 Win=2920 Len=0 TSval=5827877 TSecr=7073617,TCP,631 → 55342 [ACK] Seq=26 Ack=137533 Win=2920 Len=0 TSval=5827877 TSecr=7073617
166,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.515904,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,TCP,631 → 55342 [ACK] Seq=26 Ack=137533 Win=2920 Len=0 TSval=5827877 TSecr=7073617,TCP,631 → 55342 [ACK] Seq=26 Ack=137533 Win=2920 Len=0 TSval=5827877 TSecr=7073617
166,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.515904,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,,,TCP,631 → 55342 [ACK] Seq=26 Ack=137533 Win=2920 Len=0 TSval=5827877 TSecr=7073617
167,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.515917,386,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,TCP,"55342 → 631 [PSH, ACK] Seq=137533 Ack=26 Win=5888 Len=320 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=137533 Ack=26 Win=5888 Len=320 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=137533 Ack=26 Win=5888 Len=320 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=137533 Ack=26 Win=5888 Len=320 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU]"
167,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.515917,386,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,TCP,"55342 → 631 [PSH, ACK] Seq=137533 Ack=26 Win=5888 Len=320 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=137533 Ack=26 Win=5888 Len=320 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=137533 Ack=26 Win=5888 Len=320 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU]"
167,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.515917,386,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,,,TCP,"55342 → 631 [PSH, ACK] Seq=137533 Ack=26 Win=5888 Len=320 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU]",TCP,"55342 → 631 [PSH, ACK] Seq=137533 Ack=26 Win=5888 Len=320 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU]"
167,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,PA,1210953938.515917,386,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 PA / Raw,,,,,,,TCP,"55342 → 631 [PSH, ACK] Seq=137533 Ack=26 Win=5888 Len=320 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU]"
168,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.515925,2666,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=137853 Ack=26 Win=5888 Len=2600 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=137853 Ack=26 Win=5888 Len=2600 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=137853 Ack=26 Win=5888 Len=2600 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=137853 Ack=26 Win=5888 Len=2600 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU]
168,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.515925,2666,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=137853 Ack=26 Win=5888 Len=2600 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=137853 Ack=26 Win=5888 Len=2600 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=137853 Ack=26 Win=5888 Len=2600 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU]
168,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.515925,2666,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=137853 Ack=26 Win=5888 Len=2600 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=137853 Ack=26 Win=5888 Len=2600 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU]
168,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.515925,2666,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,,,TCP,[TCP Window Full] 55342 → 631 [ACK] Seq=137853 Ack=26 Win=5888 Len=2600 TSval=7073621 TSecr=5827877 [TCP segment of a reassembled PDU]
169,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.519202,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,TCP,631 → 55342 [ACK] Seq=26 Ack=140453 Win=2920 Len=0 TSval=5827877 TSecr=7073621,TCP,631 → 55342 [ACK] Seq=26 Ack=140453 Win=2920 Len=0 TSval=5827877 TSecr=7073621,TCP,631 → 55342 [ACK] Seq=26 Ack=140453 Win=2920 Len=0 TSval=5827877 TSecr=7073621,TCP,631 → 55342 [ACK] Seq=26 Ack=140453 Win=2920 Len=0 TSval=5827877 TSecr=7073621
169,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.519202,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,TCP,631 → 55342 [ACK] Seq=26 Ack=140453 Win=2920 Len=0 TSval=5827877 TSecr=7073621,TCP,631 → 55342 [ACK] Seq=26 Ack=140453 Win=2920 Len=0 TSval=5827877 TSecr=7073621,TCP,631 → 55342 [ACK] Seq=26 Ack=140453 Win=2920 Len=0 TSval=5827877 TSecr=7073621
169,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.519202,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,TCP,631 → 55342 [ACK] Seq=26 Ack=140453 Win=2920 Len=0 TSval=5827877 TSecr=7073621,TCP,631 → 55342 [ACK] Seq=26 Ack=140453 Win=2920 Len=0 TSval=5827877 TSecr=7073621
169,00:12:79:80:69:60,00:1b:63:98:bf:36,2048,10.10.10.251,10.10.10.49,6,64,631,55342,A,1210953938.519202,66,Ether / IP / TCP 10.10.10.251:631 > 10.10.10.49:55342 A,,,,,,,TCP,631 → 55342 [ACK] Seq=26 Ack=140453 Win=2920 Len=0 TSval=5827877 TSecr=7073621
170,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.519217,362,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,TCP,55342 → 631 [ACK] Seq=140453 Ack=26 Win=5888 Len=296 TSval=7073624 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=140453 Ack=26 Win=5888 Len=296 TSval=7073624 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=140453 Ack=26 Win=5888 Len=296 TSval=7073624 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=140453 Ack=26 Win=5888 Len=296 TSval=7073624 TSecr=5827877 [TCP segment of a reassembled PDU]
170,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.519217,362,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,TCP,55342 → 631 [ACK] Seq=140453 Ack=26 Win=5888 Len=296 TSval=7073624 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=140453 Ack=26 Win=5888 Len=296 TSval=7073624 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=140453 Ack=26 Win=5888 Len=296 TSval=7073624 TSecr=5827877 [TCP segment of a reassembled PDU]
170,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.519217,362,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,TCP,55342 → 631 [ACK] Seq=140453 Ack=26 Win=5888 Len=296 TSval=7073624 TSecr=5827877 [TCP segment of a reassembled PDU],TCP,55342 → 631 [ACK] Seq=140453 Ack=26 Win=5888 Len=296 TSval=7073624 TSecr=5827877 [TCP segment of a reassembled PDU]
170,00:1b:63:98:bf:36,00:12:79:80:69:60,2048,10.10.10.49,10.10.10.251,6,64,55342,631,A,1210953938.519217,362,Ether / IP / TCP 10.10.10.49:55342 > 10.10.10.251:631 A / Raw,,,,,,,TCP,55342 → 631 [ACK] Seq=140453 Ack=26 Win=5888 Len=296 TSval=7073624 TSecr=5827877 [TCP segment of a reassembled PDU]
